date,consumption,tavg,tmin,tmax
2000-08-25,4.968630531030216,16.690291666666667,11.914,22.559
2000-08-26,4.968630531030216,17.486958333333334,10.232,24.684
2000-08-27,4.968630531030216,16.613375,12.192,21.331
2000-08-28,4.968630531030216,15.934541666666666,12.079,20.352
2000-08-29,4.968630531030216,16.347375,10.842,21.599
2000-08-30,4.968630531030216,16.228333333333335,11.128,21.599
2000-08-31,4.968630531030216,15.725041666666668,10.773,20.791
2000-09-01,4.968630531030216,16.093999999999998,11.17,21.328
2000-09-02,4.968630531030216,13.976833333333333,11.512,17.13
2000-09-03,4.968630531030216,13.289,10.095,16.788
2000-09-04,4.968630531030216,12.181750000000001,8.737,16.332
2000-09-05,4.968630531030216,12.516875,8.116,16.849
2000-09-06,4.968630531030216,13.105208333333332,8.923,17.026
2000-09-07,4.968630531030216,13.382375000000001,10.372,17.259
2000-09-08,4.968630531030216,15.313791666666667,10.035,20.592
2000-09-09,4.968630531030216,17.10804166666667,12.149,22.647
2000-09-10,4.968630531030216,17.619625,12.447,23.429
2000-09-11,4.968630531030216,17.534208333333336,12.192,23.674
2000-09-12,4.968630531030216,18.197458333333334,12.115,24.676
2000-09-13,4.968630531030216,16.84241666666667,13.695,20.998
2000-09-14,4.968630531030216,16.171541666666666,12.258,20.664
2000-09-15,4.968630531030216,16.988916666666665,12.265,22.331
2000-09-16,4.968630531030216,14.170166666666667,11.09,17.007
2000-09-17,4.968630531030216,13.062083333333334,10.269,16.596
2000-09-18,4.968630531030216,13.214833333333333,9.475,18.47
2000-09-19,4.968630531030216,12.795208333333333,7.721,19.367
2000-09-20,4.968630531030216,12.272625,7.839,17.694
2000-09-21,4.968630531030216,10.782041666666666,8.513,14.116
2000-09-22,4.968630531030216,11.917499999999999,7.245,17.808
2000-09-23,4.968630531030216,11.739875,7.202,18.247
2000-09-24,4.968630531030216,11.363041666666668,5.299,18.644
2000-09-25,4.968630531030216,12.648625000000001,8.061,17.808
2000-09-26,4.968630531030216,14.319666666666668,9.629,20.191
2000-09-27,4.968630531030216,15.166333333333334,10.769,20.31
2000-09-28,4.968630531030216,16.19775,12.527,21.51
2000-09-29,4.968630531030216,16.481166666666667,11.561,23.627
2000-09-30,4.968630531030216,15.014125,10.287,20.824
2000-10-01,4.968630531030216,14.140833333333333,11.185,18.424
2000-10-02,4.968630531030216,12.589708333333334,9.154,16.97
2000-10-03,4.968630531030216,11.962833333333334,8.275,16.933
2000-10-04,4.968630531030216,12.320541666666665,8.211,17.46
2000-10-05,4.968630531030216,12.477375,9.889,16.175
2000-10-06,4.968630531030216,9.067333333333332,5.898,12.007
2000-10-07,4.968630531030216,7.283458333333333,4.775,10.48
2000-10-08,4.968630531030216,7.583749999999999,3.502,12.085
2000-10-09,4.968630531030216,8.399625,6.266,12.197
2000-10-10,4.968630531030216,8.0,5.411,11.472
2000-10-11,4.968630531030216,8.833375,5.206,13.283
2000-10-12,4.968630531030216,10.379583333333334,6.945,15.222
2000-10-13,4.968630531030216,10.960583333333332,8.521,15.185
2000-10-14,4.968630531030216,10.793166666666666,7.351,15.789
2000-10-15,4.968630531030216,12.698916666666667,8.801,18.988
2000-10-16,4.968630531030216,12.565249999999999,9.433,17.85
2000-10-17,4.968630531030216,9.970458333333333,6.556,14.064
2000-10-18,4.968630531030216,8.359541666666667,5.11,13.173
2000-10-19,4.968630531030216,9.213333333333333,6.328,13.0
2000-10-20,4.968630531030216,10.404125,6.863,15.97
2000-10-21,4.968630531030216,10.826500000000001,7.294,16.675
2000-10-22,4.968630531030216,10.797541666666667,6.878,17.554
2000-10-23,4.968630531030216,10.429875000000001,7.023,15.727
2000-10-24,4.968630531030216,10.629833333333332,8.34,13.931
2000-10-25,4.968630531030216,10.78325,7.844,13.999
2000-10-26,4.968630531030216,9.421541666666666,6.599,12.096
2000-10-27,4.968630531030216,8.305083333333334,5.873,11.187
2000-10-28,4.968630531030216,10.288333333333332,8.441,14.237
2000-10-29,4.968630531030216,9.502166666666666,7.728,12.405
2000-10-30,4.968630531030216,9.941791666666667,7.81,13.28
2000-10-31,4.968630531030216,7.9963750000000005,6.501,9.837
2000-11-01,4.968630531030216,7.569791666666667,5.548,10.598
2000-11-02,4.968630531030216,8.141791666666666,5.333,12.643
2000-11-03,4.968630531030216,7.179625000000001,5.33,10.582
2000-11-04,4.968630531030216,5.548125,3.475,8.916
2000-11-05,4.968630531030216,4.646541666666667,2.476,8.926
2000-11-06,4.968630531030216,5.14825,2.191,8.392
2000-11-07,4.968630531030216,6.805791666666667,4.672,10.818
